brand,channel,sku,product,cm_source,months_active,last_sale_month,net_sales_l3m,net_sales_p3m,net_sales_l6m,cm1_l6m,cm2_l6m,cm3_l6m,ad_spend_l6m,cm3_p6m,net_sales_p6m,net_sales_ttm,cm3_ttm,net_sales_l2m,neg_cm3_months,cm_months_l6m,cm3_pct_l6m,cm3_pct_p6m,cm1_pct_l6m,cm2_pct_l6m,cm3_improving_pp,sales_trend_pct,launch_month,censored,source,age_months,vol_tier,margin_tier,cluster,cm3_target,verdict,reasons,review_month,country_verdicts,n_markets,n_markets_action,manual
Vegavero,Amazon,VV-VITA-404,Sauge Vegavero® | Dosage Élevé : 6250 mg (extrait 10:1) | Pour 4 Mois | Unique : Standardisé en Acide Rosmarinique | Sans Additifs & Vegan,actual,5,2026-06,6107.57,3891.17,9998.74,4941.47,1732.09,69.50999999999999,-1662.57,,,9998.74,69.50999999999999,4810.66,5,5,0.6951875936367982,,49.42092703680664,17.32308270842126,,56.9597319058278,2026-02,False,first-sale proxy,4.0,3,3,3-3,18.887059284169805,Incubate,launched 2026-02 (4m ago),2026-06,DE:Incubate|ES:Incubate|FR:Incubate|IE:No data|IT:Incubate,5,0,False
Vegavero,Amazon,VV-VITA-405,"Vegavero Vitamin B12 hochdosiert - 500 µg B12 Tabletten 180 Stück, vegan - Vitamin-B12 Methylcobalamin & Adenosylcobalamin - Vitamintabletten ohne Zusatzstoffe",actual,5,2026-06,15316.85,1257.45,16574.3,10855.32,5100.41,-13129.35,-18229.77,,,16574.3,-13129.35,12016.99,5,5,-79.2151101403981,,65.49489269531745,30.77300398810206,,1118.0881943616048,2026-02,False,first-sale proxy,4.0,3,3,3-3,19.689799999999998,Incubate,launched 2026-02 (4m ago),2026-06,DE:Incubate|FR:No data,2,0,False
Vegavero,Amazon,VV-VITA-406,Vegavero Vitamina B12 1000 mcg | Metilcobalamina y Adenosilcobalamina | 180 Comprimidos para 9 Meses | Producido en Alemania | Sin Aditivos y Vegano,actual,5,2026-06,17364.559999999998,11213.72,28578.28,17915.02,8356.02,-1054.29,-9410.26,,,28578.28,-1054.29,11071.43,5,5,-3.689130346542899,,62.68753752850067,29.23905847377799,,54.851021784028845,2026-02,False,first-sale proxy,4.0,3,3,3-3,18.231882059032248,Incubate,launched 2026-02 (4m ago),2026-06,DE:No data|ES:Incubate|FR:Incubate|GB:Incubate|IE:Incubate|IT:Incubate,6,0,False
Vegavero,Amazon,VV-VITA-407,"Vegavero Super Greens Powder | 20+ Superfood Ingredients | Morning Complete | Adaptogens, Mushrooms, Algae, Probiotics & Fibre | with Standardised Extracts | Vegan & Gluten-Free",actual,5,2026-06,14251.73,16901.87,31153.6,17164.77,8802.27,-7159.200000000001,-15961.38,,,31153.6,-7159.200000000001,10563.1,5,5,-22.980329721123727,,55.097227928714496,28.254423244825638,,-15.679566817162833,2026-01,False,first-sale proxy,5.0,3,3,3-3,19.489685306288838,Incubate,launched 2026-01 (5m ago),2026-06,DE:Incubate|GB:Incubate|IT:Incubate,3,0,False
Vegavero,Amazon,VV-VITA-408,"Gut Routine | Formule Tout en Un : 7g de Fibres, Probiotiques, L-Glutamine | Digestion & Microbiote Intestinal | Vegan & Sans Gluten | Goût Fraise | Vegavero®",actual,4,2026-06,16274.98,3065.81,19340.79,10994.35,5222.25,-5351.48,-10573.85,,,19340.79,-5351.48,11418.48,4,4,-27.669397165265735,,56.845402902363354,27.001223838323046,,430.854162521487,2026-03,False,first-sale proxy,3.0,3,3,3-3,20.155235200578673,Incubate,launched 2026-03 (3m ago),2026-06,DE:Incubate|ES:Incubate|FR:Incubate|GB:Incubate|IE:Incubate|IT:Incubate,6,0,False
Vegavero,Amazon,VV-VITA-409,Vegavero Magnesiumcitrat Kapseln 180 Stück - 400 mg elementares Magnesium hochdosiert pro Tagesdosis - Magnesium Kapseln hochdosiert und gut bioverfügbar - vegan ohne Zusätze - Laborgeprüfte Qualität,actual,4,2026-06,7395.719999999999,1060.85,8456.57,4428.04,2185.63,-5133.8,-7319.5199999999995,,,8456.57,-5133.8,5827.78,4,4,-60.707828351210956,,52.3621279076505,25.84534864608228,,597.1503982655418,2026-03,False,first-sale proxy,3.0,3,3,3-3,19.217946153582364,Incubate,launched 2026-03 (3m ago),2026-06,DE:Incubate|ES:Incubate|FR:Incubate|GB:Incubate|IE:Incubate|IT:Incubate,6,0,False
Vegavero,Amazon,VV-VITA-410,Vegavero OPC Grape Seed Extract 30:1 | High Strength from French Grapes | Standardised for OPC by HPLC | Lab Tested | NO Additives | Vegan | 240 Capsules,actual,3,2026-06,2999.6,,2999.6,254.04999999999998,-440.36,-854.12,-413.8,,,2999.6,-854.12,1487.59,3,3,-28.474463261768236,,8.469462595012669,-14.680624083211097,,,2026-04,False,first-sale proxy,2.0,3,3,3-3,20.686409675956792,Incubate,launched 2026-04 (2m ago),2026-06,DE:Incubate|ES:Incubate|FR:Incubate|GB:No data|IT:Incubate,5,0,False
Vegavero,Amazon,VV-VITA-411,"Enzymes Digestives Complexe PRO | Unique : Avec Enzyme Pour le Gluten | Lactase, Bromeline, Lipase, Amylase… | 120 Gélules Gastro-résistantes | Testé en Laboratoire & Sans Additifs | Vegavero®",actual,4,2026-06,12208.11,849.2,13057.31,7281.42,3268.67,1038.4,-2230.3,,,13057.31,1038.4,10012.25,3,4,7.952633429090679,,55.765084845194,25.033257232921635,,1337.6012717852095,2026-03,False,first-sale proxy,3.0,3,3,3-3,19.723585177574858,Incubate,launched 2026-03 (3m ago),2026-06,DE:Incubate|ES:Incubate|FR:Incubate|GB:Incubate|IE:Incubate|IT:Incubate,6,0,False
Vegavero,Amazon,VV-VITA-412,Vegavero Lactasa 10.000 FCC + Calcio | 180 Comprimidos | Digestión Lactosa,actual,1,2026-06,994.94,,994.94,135.61,-98.59000000000002,-163.88,-65.3,,,994.94,-163.88,994.94,1,1,-16.47134500572899,,13.629967636239371,-9.909140249663299,,,2026-06,False,first-sale proxy,0.0,3,3,3-3,20.129887070577123,No data,fewer than 3 months with sales,2026-06,DE:No data|ES:No data|FR:No data|IT:No data|NL:No data,5,0,False
Vegavero,Amazon,VV-VITA-413,Vegavero Coenzyme Q10 Supplement 200 mg | PureWay Liposomal CoQ10 | High Strength Q10 | 120 Capsules | NO Additives | Lab-Tested | Vegan,actual,1,2026-06,295.53999999999996,,295.53999999999996,270.44,183.53,175.31,-8.219999999999999,,,295.53999999999996,175.31,295.53999999999996,0,1,59.31853556202207,,91.50707180077148,62.09988495635109,,,2026-06,False,first-sale proxy,0.0,3,1,1-3,18.059254496853217,No data,fewer than 3 months with sales,2026-06,DE:No data|ES:No data|FR:No data|IT:No data,4,0,False
Vegavero,Amazon,VV-VITA-414,Vegavero Hericium Melena de León | 2000 mg de Extracto 5:1 | 180 Cápsulas,actual,1,2026-06,1267.47,,1267.47,221.35000000000002,-41.379999999999995,-81.32,-39.95,,,1267.47,-81.32,1267.47,1,1,-6.415930949055992,,17.46392419544447,-3.2647715527783694,,,2026-06,False,first-sale proxy,0.0,3,3,3-3,19.428992877148968,No data,fewer than 3 months with sales,2026-06,DE:No data|ES:No data|FR:No data|IT:No data,4,0,False
Vegavero,Amazon,VV-VITA-415,"Vegavero PMS Kapseln - Zyklus Komplex mit Magnesium, Mönchspfeffer, Safran, Melisse & Vitamin B6 – Vitamine für Frauen - 120 vegane Kapseln – laborgeprüft - Zyklus Balance",actual,1,2026-06,897.3,,897.3,23.27,-152.12,-187.66,-35.56,,,897.3,-187.66,897.3,1,1,-20.91385266911847,,2.5933355622422822,-16.953081466622088,,,2026-06,False,first-sale proxy,0.0,3,3,3-3,19.638815513206282,No data,fewer than 3 months with sales,2026-06,DE:No data|ES:No data|FR:No data|IT:No data,4,0,False
Vegavero,Amazon,VV-VITA-417,Vegavero Vegan Omega 3 Gummies | Sugar-Free | No Fishy Taste | Algae Oil DHA & EPA | 250 mg per Gummy | Lab-Tested | 60 Gummies,actual,2,2026-06,6368.63,,6368.63,4464.23,2545.6800000000003,2020.3,-525.3,,,6368.63,2020.3,6368.63,2,3,31.72267818981476,,70.09717945617815,39.97217611951079,,,2026-04,False,first-sale proxy,2.0,3,1,1-3,19.385253155231187,No data,fewer than 3 months with sales,2026-06,DE:No data|ES:No data|FR:No data|GB:No data|IE:No data|IT:No data,6,0,False
Vegavero,Amazon,VV-VITA-46,"Multivitamin Kapseln Vegavero | Immunabwehr & Energie* | Hochdosiert | Wichtige A-Z Vitamine & Mineralien | B-Vitamine, Eisen, Jod & Co | Ohne Zusatzstoffe | Laborgeprüft | Vegan | 120 Stück",actual,12,2026-06,29502.03,25024.07,54526.1,32502.38,14164.97,8332.92,-5832.02,20325.7,75377.86,129903.96,28658.62,19095.88,2,6,15.282442720091845,26.9650796666289,59.60884787285355,25.978329643968667,-11.682636946537054,17.89461106846328,2024-07,True,first-sale proxy,23.0,1,2,2-1,18.286367428160005,Watch,between target and broken - no trigger fired,2026-06,DE:Watch|ES:Fix|FR:Fix|GB:Fix|IE:Watch|IT:Watch|NL:No data,7,3,False
Vegavero,Amazon,VV-VITA-49,"Vegavero Iron Supplement 30 mg | NO Additives | Iron Bisglycinate with Vitamin C, B2, B6, B9, B12 | Anaemia, Tiredness and Blood Loss | 120 Capsules | Vegan",actual,12,2026-06,21829.44,25711.85,47541.29,26903.65,10505.84,8587.62,-1918.35,9486.89,45134.77,92676.06,18074.510000000002,16693.23,0,6,18.06349806662798,21.019028123993984,56.59007149364269,22.098348614436,-2.955530057366005,-15.0996913874342,2024-07,True,first-sale proxy,23.0,2,2,2-2,18.78390757289423,Watch,between target and broken - no trigger fired,2026-06,DE:Watch|ES:Watch|GB:Fix|IT:Defend,4,1,False
Vegavero,Amazon,VV-VITA-49-V2,"Eisen Bisglycinat Vegavero | 30 mg Iron | Mit natürlichem Vitamin C, Folsäure Quatrefolic, Vitamin B12, B6 & B2 | Vegan & Ohne Zusätze | 240 Kapseln",actual,8,2026-06,10009.5,4914.36,14923.86,8010.53,5235.54,4906.79,-328.69,511.45,2069.6400000000003,16993.5,5418.24,4619.13,0,6,32.87882625540578,24.712027212462065,53.6759926721371,35.08167458016894,8.166799042943712,103.67860718384492,2025-11,False,first-sale proxy,7.0,3,1,1-3,18.547275291023038,Scale,"CM3% 32.9 >= target, sales +104% 3m",2026-06,DE:Scale|ES:Watch|GB:Watch|IT:Scale,4,0,False
Vegavero,Amazon,VV-VITA-50,"Vegavero® Vegan Collagen | 100% Plant - No Animal Waste | With Natural Vitamin C, L-Lysine, L-Proline & Plant Extracts | No Additives | 120 Capsules",actual,12,2026-06,15282.02,31492.75,46774.77,26117.76,10794.4,4592.51,-6201.9800000000005,13193.9,48203.48,94978.25,17786.41,5734.25,4,6,9.818348652489368,27.37126033224157,55.837281508813405,23.077398349580342,-17.5529116797522,-51.474482222098736,2024-07,True,first-sale proxy,23.0,2,3,3-2,21.23864029225638,Fix,CM3% 9.8 vs target 21.2,2026-06,DE:Watch|ES:Watch|FR:Fix|GB:Fix|IE:No data|IT:Watch|NL:No data,7,2,False
Vegavero,Amazon,VV-VITA-57-V,Vegavero HYALURONZUUR capsules | 600 mg | 180 capsules voor 6 maanden | 800-1500 kDa hoog molecuulgewicht | Geen additieven en veganistisch,actual,12,2026-06,18917.69,21325.86,40243.55,19241.4,8995.19,7925.28,-1069.88,9470.45,43520.72,83764.27,17395.73,13765.09,2,6,19.69329246550068,21.760784288495227,47.812382356924275,22.351879990706585,-2.0674918229945476,-11.29225269227127,2024-07,True,first-sale proxy,23.0,2,2,2-2,19.97804593324133,Watch,between target and broken - no trigger fired,2026-06,BE:No data|DE:Scale|ES:Watch|FR:Watch|GB:Fix|IE:Scale|IT:Defend|NL:Defend,8,1,False
Vegavero,Amazon,VV-VITA-57-V2,Ácido Hialurónico Puro Vegavero | La Dosis más Alta: 600 mg | Libre de Aditivos & Vegano | 90 Cápsulas | Natural de Fermentación | 800-1500 kDa | Hidratante facial + Articulaciones…,actual,12,2026-06,16119.18,16787.5,32906.68,18120.8,7698.16,6191.81,-1506.29,4340.52,18673.0,51579.68,10532.33,11279.84,2,6,18.81627073895027,23.244899052107325,55.067238627537016,23.39391272531899,-4.428628313157056,-3.9810573343261337,2024-07,True,first-sale proxy,23.0,2,2,2-2,19.419185457398836,Watch,between target and broken - no trigger fired,2026-06,BE:Scale|DE:Scale|ES:Watch|FR:Harvest|GB:Fix|IE:Scale|IT:Scale|NL:Watch,8,1,False
Vegavero,Amazon,VV-VITA-63,Vegavero Cordyceps Sinensis 19 500 mg Daily | 10:1 Mushroom Extract | 4-Month Supply | 40% Polysaccharides | NO Additives | Lab-Tested | Vegan,actual,12,2026-06,38689.590000000004,39198.53,77888.12,53569.39,27530.57,20607.48,-6923.13,32435.14,87958.83,165846.95,53042.62,25400.68,1,6,26.45779613116866,36.875365440854544,68.77735654680073,35.34630184937061,-10.417569309685884,-1.2983650152186703,2024-07,True,first-sale proxy,23.0,1,1,1-1,20.712628720467876,Defend,"top seller at target margin, momentum flat",2026-06,DE:Scale|ES:Defend|FR:Scale|GB:Watch|IE:Watch|IT:Defend|NL:Defend,7,0,False
Vegavero,Amazon,VV-VITA-86,Vegavero MSM Capsules 2000 mg | Distilled Organic Sulphur | NO Additives & Non-GMO | Lab-Tested Methylsulfonylmethane Supplements | 365 Pills | Vegan,actual,12,2026-06,32471.1,43511.89,75982.99,41468.67,16662.64,8853.03,-7809.51,19640.87,87022.55,163005.54,28493.899999999998,19215.98,5,6,11.65133143615433,22.5698626390516,54.5762545011719,21.929434469477968,-10.91853120289727,-25.374190824622882,2024-07,True,first-sale proxy,23.0,1,3,3-1,22.15318905575234,Fix,CM3% 11.7 vs target 22.2,2026-06,DE:Fix|ES:Fix|FR:Watch|GB:Fix|IE:Watch|IT:Watch|NL:Watch,7,3,False
Vegavero,Amazon,VV-VITA-88,Vegavero Organic Spirulina and Chlorella Capsules High Strength | 2000 mg Per Serving | 240 Capsules | NO Additives | Pure Powder | Vegan,actual,12,2026-06,21648.07,20550.64,42198.71,23037.67,10144.35,5923.82,-4220.39,12463.93,52436.46,94635.17,18387.75,14653.63,2,6,14.037917272826586,23.76958703924712,54.5933039185321,24.039478931938916,-9.731669766420534,5.340125660320069,2024-07,True,first-sale proxy,23.0,2,2,2-2,22.479867577054065,Fix,CM3% 14.0 vs target 22.5,2026-06,DE:Scale|ES:Scale|FR:Fix|GB:Fix|IE:Fix|IT:Watch|NL:No data,7,3,False
Vegavero,Amazon,VV-VITA-90,Betacarotene per Abbronzatura Forte | Altamente Dosato | da Estratto di Carota | Attivatore Naturale Melanina | con Vitamina A 1167 mcg | Certificato in Laboratorio | Vegavero®,actual,12,2026-06,197889.35,143887.77,341777.12,203438.45,93234.1,48683.98,-44550.08,48036.5,179385.7,521162.82,96720.48,120722.13,0,6,14.244364865617687,26.778332944041804,59.52371826411318,27.279210498350505,-12.533968078424117,37.530347436755754,2024-07,True,first-sale proxy,23.0,1,2,2-1,22.059954436273866,Fix,CM3% 14.2 vs target 22.1,2026-06,DE:Watch|ES:Watch|FR:Fix|GB:Fix|IE:Fix|IT:Watch|NL:Scale,7,3,False
Vegavero,Amazon,VV-VITA-93,Vegavero Vitamin B12 Spray | Vegan Methylcobalamin | 120 Days | Natural Cherry Flavour | 500 µg per Day | Liquid Travel Size,actual,12,2026-06,16963.04,15487.72,32450.76,21899.22,11090.07,8096.66,-2993.32,11201.94,33004.62,65455.38,19298.6,11921.97,2,6,24.95060208143045,33.94052105432512,67.48445953191852,34.17507016784815,-8.989918972894667,9.525740393033976,2024-07,True,first-sale proxy,23.0,2,1,1-2,21.529172444587445,Scale,"CM3% 25.0 >= target, sales +10% 3m",2026-06,DE:Watch|ES:Scale|FR:Watch|GB:Watch|IE:Watch|IT:Scale|NL:Fix,7,1,False
Vegavero,Amazon,VV-VITA-94,Vegavero Probiotics & Prebiotics | 100% Organic | 20 Strains (Lactobacillus + Bifidobacterium) | 20 Billion Active Bacteria & Acacia Fibre | 60 Vegan Capsules | NO Additives,actual,12,2026-06,16888.93,17738.3,34627.229999999996,19504.65,9408.66,6065.06,-3343.44,9993.56,39190.61,73817.84,16058.619999999999,11162.39,1,6,17.515290711962813,25.499883773179338,56.327491399109896,27.171275322917833,-7.9845930612165255,-4.788339356082595,2024-07,True,first-sale proxy,23.0,2,2,2-2,20.44503019790338,Watch,between target and broken - no trigger fired,2026-06,DE:Watch|ES:Watch|FR:Watch|GB:Fix|IE:Fix|IT:Watch|NL:No data,7,2,False
Vegavero,Shopify,2R-49NC-R697,MSM Powder,none,14,2025-08,,,,,,,,,2062.56,2062.56,,,0,0,,,,,,,2024-07,True,first-sale proxy,23.0,3,,,24.30494285714286,No data,no margin data for this market,2026-06,WEB:No data,1,0,False
Vegavero,Shopify,BJ-E223-8EKW,BJ-E223-8EKW,estimated,23,2026-06,3282.61,4033.9700000000003,7316.58,4608.33,3467.46498,318.1105081098312,3149.354471890169,793.6212357312495,4163.76,11480.34,1111.7317438410805,2303.71,2,6,4.347803319444757,19.060206057295556,62.98475517249863,47.391882272865196,-14.712402737850798,-18.62582022176665,2024-07,True,first-sale proxy,23.0,1,3,3-1,24.30494285714286,Fix,CM3% 4.3 vs target 24.3,2026-06,WEB:Fix,1,1,False
Vegavero,Shopify,CP-DQMG-RVN9,CP-DQMG-RVN9,estimated,23,2026-06,380.76,716.41,1097.17,721.91,538.3637699999999,180.4727766249886,357.89099337501136,123.21997241134996,985.39,2082.56,303.69274903633857,324.9,2,6,16.448934679674853,12.504690773333396,65.79746073990357,49.06840052134126,3.944243906341457,-46.851663153780656,2024-07,True,first-sale proxy,23.0,3,2,2-3,24.30494285714286,Fix,CM3% 16.4 vs target 24.3; margin improving (+3.9pp),2026-06,WEB:Fix,1,1,False
Vegavero,Shopify,CW-KVIN-V39Y,CW-KVIN-V39Y,estimated,23,2026-06,1998.04,1579.58,3577.62,2013.36,1408.58522,136.24537487692785,1272.339845123072,223.53744092097637,1724.29,5301.91,359.7828157979042,1227.51,2,6,3.8082684823130424,12.96402814613414,56.27651902661546,39.37213063433232,-9.155759663821097,26.491852264526017,2024-07,True,first-sale proxy,23.0,2,3,3-2,24.30494285714286,Fix,CM3% 3.8 vs target 24.3,2026-06,WEB:Fix,1,1,False
Vegavero,Shopify,NX-CVPF-VCEZ,NX-CVPF-VCEZ,estimated,24,2026-06,2173.44,1976.01,4149.45,1994.31,1366.3204499999997,451.1516492877764,915.1688007122233,224.11082093294945,1560.25,5709.7,675.2624702207258,1689.95,0,6,10.872565021575786,14.363776377692641,48.06203231753606,32.927748255792935,-3.491211356116855,9.991346197640704,2024-07,True,first-sale proxy,23.0,2,3,3-2,24.30494285714286,Fix,CM3% 10.9 vs target 24.3,2026-06,WEB:Fix,1,1,False
Vegavero,Shopify,TU-QNYD-JRRX,TU-QNYD-JRRX,estimated,24,2026-06,3128.58,7385.889999999999,10514.47,7092.31,6186.48507,4881.870168114794,1304.6149018852066,4302.333669941772,18160.92,28675.39,9184.203838056566,1186.1100000000001,0,6,46.430016616289684,23.69006454486762,67.4528530682003,58.837821307208074,22.739952071422064,-57.64112381852424,2024-07,True,first-sale proxy,23.0,1,1,1-1,24.304942857142855,Defend,"top seller at target margin, momentum negative",2026-06,WEB:Defend,1,0,False
Vegavero,Shopify,VI-ZU99-SZ0B,VI-ZU99-SZ0B,estimated,23,2026-06,1040.97,928.56,1969.53,1433.6100000000001,993.98893,589.222801966207,404.76612803379294,327.03517237289157,1297.3700000000001,3266.9,916.2579743390986,621.61,0,6,29.91692444218707,25.20754853071148,72.7894472285266,50.468331530872845,4.70937591147559,12.105841302662196,2024-07,True,first-sale proxy,23.0,2,1,1-2,24.30494285714286,Scale,"CM3% 29.9 >= target, sales +12% 3m",2026-06,WEB:Scale,1,0,False
Vegavero,Shopify,VV-ALO-06,VV-ALO-06,estimated,24,2026-06,2607.12,1593.74,4200.86,2336.06,1278.0436599999998,-500.2838787501486,1778.3275387501485,157.82921472067767,1659.8000000000002,5860.66,-342.4546640294709,1998.07,5,6,-11.909082396227168,9.50892967349546,55.609089567374305,30.423381402855604,-21.41801206972263,63.585026415852006,2024-07,True,first-sale proxy,23.0,2,3,3-2,24.30494285714286,Exit,"CM3 negative in 5 of last 6 months, not improving",2026-06,WEB:Exit,1,1,False
Vegavero,Shopify,VV-VITA-02,VV-VITA-02,estimated,8,2026-06,955.6800000000001,502.79999999999995,1458.48,1032.78,733.26888,550.3940719724752,182.87480802752475,40.628381366663646,90.95,1549.43,591.0224533391388,633.27,0,6,37.73751247685777,44.671117500454805,70.81207832812242,50.27623827546487,-6.933605023597032,90.07159904534609,2024-07,True,first-sale proxy,23.0,3,1,1-3,24.30494285714286,Scale,"CM3% 37.7 >= target, sales +90% 3m",2026-06,WEB:Scale,1,0,False
Vegavero,Shopify,VV-VITA-101,VV-VITA-101,estimated,24,2026-06,3530.84,2155.12,5685.96,3463.7400000000002,2361.15676,1058.679880503608,1302.476879496392,566.5664334596654,2480.74,8166.7,1625.2463139632732,2195.01,0,6,18.61919324975216,22.838605958692384,60.917417639237705,41.526088118804914,-4.219412708940222,63.834960466238556,2024-07,True,first-sale proxy,23.0,1,2,2-1,24.30494285714286,Fix,CM3% 18.6 vs target 24.3,2026-06,WEB:Fix,1,1,False
Vegavero,Shopify,VV-VITA-102,VV-VITA-102,estimated,8,2026-06,422.64,464.12,886.76,582.76,388.21155999999996,189.46206360556482,198.74949639443514,150.2633257833501,406.97,1293.73,339.72538938891495,422.64,1,4,21.36565289430791,36.92245762177804,65.71789435698497,43.778650367630476,-15.556804727470126,-8.937343790399039,2024-07,True,first-sale proxy,23.0,3,2,2-3,24.30494285714286,Harvest,"CM3% 21.4 below target 24.3, low volume, flat/declining",2026-06,WEB:Harvest,1,0,False
Vegavero,Shopify,VV-VITA-104,VV-VITA-104,estimated,8,2026-05,111.6,263.71,375.31,273.90999999999997,184.12911,68.88815262897674,115.24095737102326,31.404975082500442,179.60999999999999,554.92,100.29312771147718,51.63,0,5,18.355000567258198,17.485092746784947,72.98233460339452,49.06053928752232,0.8699078204732515,-57.68078571157711,2024-07,True,first-sale proxy,23.0,3,2,2-3,24.30494285714286,Harvest,"CM3% 18.4 vs target 24.3; bottom volume tier, no momentum",2026-06,WEB:Harvest,1,0,False
Vegavero,Shopify,VV-VITA-105,VV-VITA-105,estimated,8,2026-06,520.4,401.55999999999995,921.96,638.4,416.13276,76.01471878158699,340.11804121841305,54.77195020110557,274.32,1196.28,130.78666898269256,331.58000000000004,3,6,8.244904202089785,19.96644437193991,69.24378497982559,45.13566315241442,-11.721540169850126,29.59458113357905,2024-07,True,first-sale proxy,23.0,3,3,3-3,24.30494285714286,Fix,CM3% 8.2 vs target 24.3,2026-06,WEB:Fix,1,1,False
Vegavero,Shopify,VV-VITA-106,VV-VITA-106,estimated,20,2026-02,,550.9300000000001,550.9300000000001,364.09000000000003,295.22233,252.07987320473165,43.142456795268366,3211.2568808308397,7593.11,8144.04,3463.336754035571,,0,2,45.75533610526412,42.29172079465252,66.0864356633329,53.58617791733976,3.463615310611601,,2024-07,True,first-sale proxy,23.0,1,1,1-1,24.30494285714286,Defend,"top seller at target margin, momentum flat",2026-06,WEB:Defend,1,0,False
Vegavero,Shopify,VV-VITA-107,VV-VITA-107,estimated,21,2026-06,1402.21,1328.9099999999999,2731.12,2043.7,1783.50872,1433.2411315478062,350.2675884521938,258.2673791715936,2021.3,4752.42,1691.5085107193997,1402.21,0,5,52.478145652618934,12.777290811437867,74.83010633000382,65.30319868771787,39.70085484118107,5.515798662061403,2024-07,True,first-sale proxy,23.0,2,1,1-2,24.30494285714286,Scale,"CM3% 52.5 >= target, sales +6% 3m",2026-06,WEB:Scale,1,0,False
Vegavero,Shopify,VV-VITA-109,VV-VITA-109,estimated,24,2026-06,1259.13,1674.5900000000001,2933.7200000000003,1943.69,1316.59932,647.2402005317668,669.3591194682332,222.85381259389993,1331.1100000000001,4264.83,870.0940131256668,813.53,1,6,22.062098650579017,16.74195315142249,66.25342568479608,44.87815197087656,5.320145499156528,-24.809654900602535,2024-07,True,first-sale proxy,23.0,2,2,2-2,24.30494285714286,Watch,between target and broken - no trigger fired,2026-06,WEB:Watch,1,0,False
Vegavero,Shopify,VV-VITA-111,VV-VITA-111,estimated,24,2026-06,781.5699999999999,859.53,1641.1,1034.1000000000001,674.2190999999999,217.2383429465344,456.98075705346554,269.10320322410485,1713.88,3354.98,486.3415461706393,484.28999999999996,2,6,13.237361705352166,15.701402853414756,63.01261349095121,41.08336481628176,-2.4640411480625897,-9.070073179528352,2024-07,True,first-sale proxy,23.0,2,3,3-2,24.30494285714286,Fix,CM3% 13.2 vs target 24.3,2026-06,WEB:Fix,1,1,False
Vegavero,Shopify,VV-VITA-115,VV-VITA-115,estimated,13,2026-05,346.64,,346.64,199.58,155.19383999999997,103.99419216369007,51.199647836309886,,326.85,673.49,103.99419216369007,346.64,0,1,30.000632403557027,,57.57558273713364,44.77089776136625,,,2024-07,True,first-sale proxy,23.0,3,1,1-3,24.30494285714286,Watch,between target and broken - no trigger fired,2026-06,WEB:Watch,1,0,False
Vegavero,Shopify,VV-VITA-116,VV-VITA-116,estimated,24,2026-06,1302.57,1124.53,2427.1,1649.3999999999999,1068.7851,566.1636672918698,502.62143270813004,271.19705053537473,1757.54,4184.64,837.3607178272446,871.29,0,6,23.326754863494287,15.430490943897421,67.95764492604343,44.03547855465371,7.896263919596866,15.83239219940775,2024-07,True,first-sale proxy,23.0,2,1,1-2,24.30494285714286,Watch,between target and broken - no trigger fired,2026-06,WEB:Watch,1,0,False
Vegavero,Shopify,VV-VITA-119,VV-VITA-119,estimated-fallback,24,2026-06,3008.61,1109.1100000000001,4117.72,2882.404,2059.71732,771.0776960826917,1288.6396239173087,317.6420126698824,1984.51,6102.23,1088.719708752574,2128.28,1,6,18.725840904255065,16.006067627267303,70.0,50.0208202597554,2.7197732769877625,171.26344546528296,2024-07,True,first-sale proxy,23.0,1,2,2-1,24.30494285714286,Fix,CM3% 18.7 vs target 24.3; margin improving (+2.7pp),2026-06,WEB:Fix,1,1,False
Vegavero,Shopify,VV-VITA-121,VV-VITA-121,estimated,23,2026-06,2078.37,2031.25,4109.62,2475.0299999999997,1686.99722,722.4526317464313,964.5445882535688,234.5658662689785,1572.26,5681.88,957.0184980154097,1133.99,0,6,17.579548273232838,14.919025241943352,60.225276302918516,41.04995644366146,2.660523031289486,2.3197538461538407,2024-07,True,first-sale proxy,23.0,2,2,2-2,24.30494285714286,Fix,CM3% 17.6 vs target 24.3; margin improving (+2.7pp),2026-06,WEB:Fix,1,1,False
Vegavero,Shopify,VV-VITA-122,VV-VITA-122,estimated,20,2026-06,484.79,670.19,1154.98,859.86,638.21538,434.51481754100496,203.700562458995,671.8511494570536,2349.4,3504.38,1106.3659669980584,484.79,0,3,37.620981968605946,28.5967119033393,74.44804239034443,55.25769970042771,9.024270065266645,-27.663796833733723,2024-07,True,first-sale proxy,23.0,2,1,1-2,24.30494285714286,Watch,between target and broken - no trigger fired,2026-06,WEB:Watch,1,0,False
Vegavero,Shopify,VV-VITA-124,VV-VITA-124,estimated,23,2026-06,3182.5699999999997,3441.1400000000003,6623.71,3625.6500000000005,2344.64951,917.9815504155247,1426.6679595844757,637.1912696912254,3823.59,10447.3,1555.1728201067501,2105.26,0,6,13.859023876581626,16.664738366070246,54.73745076399783,35.39782855831551,-2.8057144894886203,-7.5140796363995825,2024-07,True,first-sale proxy,23.0,1,2,2-1,24.30494285714286,Fix,CM3% 13.9 vs target 24.3,2026-06,WEB:Fix,1,1,False
